loan_amnt,term,int_rate,grade,home_ownership,annual_inc,purpose,loan_status
2000,36 months,10.74,B,MORTGAGE,53976,other,Fully Paid
8000,36 months,13.43,C,MORTGAGE,58000,major_purchase,Fully Paid
25000,36 months,13.8,C,MORTGAGE,96000,small_business,Fully Paid
3000,36 months,5.79,A,RENT,79272,other,Fully Paid
6000,36 months,14.17,C,RENT,50000,debt_consolidation,Fully Paid
12000,36 months,6.92,A,MORTGAGE,49700,credit_card,Fully Paid
1800,36 months,10,B,MORTGAGE,50004,other,Charged Off
9000,60 months,11.11,B,RENT,45000,car,Fully Paid
9600,60 months,12.68,C,MORTGAGE,58516,debt_consolidation,Fully Paid
5500,60 months,13.43,C,RENT,95000,moving,Charged Off
15000,36 months,16.4,E,RENT,47000,debt_consolidation,Fully Paid
6000,36 months,5.42,A,RENT,46200,credit_card,Fully Paid
12000,36 months,9.63,B,MORTGAGE,160000,debt_consolidation,Fully Paid
10000,36 months,10,B,RENT,40000,credit_card,Fully Paid
11000,36 months,7.29,A,RENT,51250,credit_card,Fully Paid
25000,60 months,17.51,E,RENT,80000,small_business,Charged Off
7200,60 months,15.28,D,RENT,22200,debt_consolidation,Fully Paid
20000,36 months,10.37,B,MORTGAGE,170000,debt_consolidation,Fully Paid
10000,36 months,6.92,A,OWN,68700,credit_card,Charged Off
6500,36 months,5.79,A,MORTGAGE,76800,credit_card,Fully Paid
20000,60 months,14.17,C,RENT,58000,wedding,Fully Paid
1500,60 months,12.68,C,MORTGAGE,40000,vacation,Fully Paid
12000,60 months,13.06,C,RENT,37000,credit_card,Fully Paid
5200,36 months,13.43,C,RENT,26000,credit_card,Fully Paid
5000,60 months,10.74,B,MORTGAGE,78000,car,Fully Paid
20000,36 months,11.11,B,RENT,75000,debt_consolidation,Fully Paid
8400,36 months,7.29,A,RENT,60000,small_business,Fully Paid
10000,36 months,7.66,A,MORTGAGE,85000,small_business,Fully Paid
14000,36 months,17.51,E,RENT,95000,credit_card,Fully Paid
22000,60 months,13.06,C,RENT,45000,debt_consolidation,Fully Paid
3000,36 months,11.11,B,RENT,41000,medical,Charged Off
7000,36 months,6.92,A,RENT,85000,credit_card,Fully Paid
8000,36 months,6.92,A,MORTGAGE,54300,other,Fully Paid
10000,60 months,14.17,C,MORTGAGE,74000,debt_consolidation,Fully Paid
8400,60 months,14.91,D,RENT,65000,debt_consolidation,Fully Paid
20000,36 months,6.17,A,MORTGAGE,1.00E+05,home_improvement,Fully Paid
3800,36 months,15.28,D,RENT,75000,debt_consolidation,Charged Off
15000,60 months,15.65,D,RENT,69000,debt_consolidation,Fully Paid
9250,60 months,17.51,E,RENT,21000,debt_consolidation,Fully Paid
8000,36 months,12.68,C,RENT,62000,debt_consolidation,Fully Paid
15000,36 months,9.63,B,MORTGAGE,32304,debt_consolidation,Fully Paid
8000,36 months,11.11,B,RENT,27000,debt_consolidation,Fully Paid
6200,36 months,14.91,D,RENT,30000,debt_consolidation,Fully Paid
12250,36 months,7.66,A,MORTGAGE,102000,home_improvement,Fully Paid
5000,36 months,9.63,B,RENT,36000,other,Fully Paid
5000,60 months,14.17,C,RENT,30000,debt_consolidation,Fully Paid
17000,60 months,12.68,C,RENT,40000,debt_consolidation,Fully Paid
5000,36 months,15.28,D,RENT,24000,other,Fully Paid
10000,36 months,10.74,B,MORTGAGE,62000,credit_card,Fully Paid
14000,36 months,11.11,B,RENT,75000,debt_consolidation,Fully Paid
12300,36 months,10.74,B,RENT,30000,debt_consolidation,Fully Paid
10000,36 months,7.29,A,MORTGAGE,87000,debt_consolidation,Fully Paid
20000,60 months,13.06,C,RENT,55000,debt_consolidation,Fully Paid
10000,36 months,18.25,F,MORTGAGE,180000,debt_consolidation,Fully Paid
8400,36 months,10.74,B,MORTGAGE,48250,debt_consolidation,Fully Paid
25000,60 months,20.85,G,MORTGAGE,225000,credit_card,Fully Paid
13475,60 months,10.74,B,MORTGAGE,30000,credit_card,Fully Paid
7200,36 months,7.66,A,RENT,54996,other,Fully Paid
11000,36 months,7.29,A,RENT,70000,debt_consolidation,Fully Paid
14500,60 months,10,B,MORTGAGE,77400,debt_consolidation,Fully Paid
6000,36 months,7.66,A,MORTGAGE,150000,home_improvement,Fully Paid
4375,36 months,9.63,B,OWN,16500,major_purchase,Fully Paid
10000,36 months,10.37,B,RENT,85000,debt_consolidation,Fully Paid
10000,60 months,15.28,D,MORTGAGE,80000,debt_consolidation,Fully Paid
3000,36 months,7.29,A,MORTGAGE,150000,car,Fully Paid
7700,36 months,10.74,B,MORTGAGE,1.00E+05,debt_consolidation,Fully Paid
9000,36 months,5.79,A,RENT,84000,debt_consolidation,Fully Paid
20000,60 months,16.4,E,RENT,58480,debt_consolidation,Charged Off
10000,36 months,14.54,D,RENT,34000,debt_consolidation,Charged Off
25000,36 months,10.74,B,RENT,120000,credit_card,Fully Paid
10000,36 months,6.92,A,RENT,43337,small_business,Fully Paid
20000,36 months,14.54,D,RENT,98000,debt_consolidation,Fully Paid
17000,36 months,10,B,RENT,95000,major_purchase,Fully Paid
10000,60 months,13.06,C,RENT,80000,debt_consolidation,Fully Paid
15000,60 months,20.11,G,MORTGAGE,75000,home_improvement,Fully Paid
10750,36 months,12.68,C,RENT,30067.2,major_purchase,Charged Off
7200,36 months,6.91,A,RENT,20800,debt_consolidation,Charged Off
20000,60 months,14.91,D,MORTGAGE,131000,debt_consolidation,Fully Paid
6000,36 months,5.42,A,RENT,55000,debt_consolidation,Fully Paid
12000,60 months,13.43,C,MORTGAGE,55000,credit_card,Fully Paid
12150,36 months,10.37,B,MORTGAGE,67000,debt_consolidation,Fully Paid
3500,36 months,7.29,A,RENT,75000,car,Fully Paid
6500,36 months,5.79,A,RENT,50000,wedding,Fully Paid
22750,60 months,18.62,F,RENT,36000,debt_consolidation,Charged Off
25000,36 months,16.02,D,RENT,90000,small_business,Charged Off
10000,36 months,5.79,A,MORTGAGE,125000,credit_card,Fully Paid
20000,36 months,13.06,C,MORTGAGE,92000,credit_card,Fully Paid
13250,60 months,13.43,C,RENT,75324,debt_consolidation,Fully Paid
11000,60 months,13.06,C,RENT,23000,other,Fully Paid
15000,36 months,10.74,B,RENT,55315,small_business,Fully Paid
3000,36 months,16.4,E,RENT,19200,major_purchase,Fully Paid
4000,60 months,11.11,B,MORTGAGE,54000,debt_consolidation,Fully Paid
21000,60 months,17.51,E,MORTGAGE,74000,debt_consolidation,Charged Off
12000,36 months,7.29,A,MORTGAGE,60000,debt_consolidation,Fully Paid
10000,36 months,7.29,A,RENT,45756,major_purchase,Fully Paid
9250,36 months,15.65,D,RENT,38000,debt_consolidation,Charged Off
22000,36 months,19.36,F,RENT,72000,debt_consolidation,Fully Paid
5600,36 months,13.06,C,RENT,36000,debt_consolidation,Fully Paid
4800,60 months,16.02,D,RENT,60000,debt_consolidation,Fully Paid
7000,36 months,7.66,A,MORTGAGE,250000,credit_card,Charged Off
15000,60 months,12.68,C,MORTGAGE,82800,debt_consolidation,Fully Paid
9000,36 months,13.8,C,RENT,180000,debt_consolidation,Fully Paid
12000,36 months,10.37,B,RENT,56500,debt_consolidation,Fully Paid
18000,36 months,10.74,B,MORTGAGE,46028.1,debt_consolidation,Fully Paid
18000,60 months,16.4,E,RENT,135000,debt_consolidation,Fully Paid
4000,36 months,10.37,B,MORTGAGE,154000,moving,Fully Paid
5000,36 months,14.91,D,RENT,150000,other,Fully Paid
15000,60 months,20.11,G,RENT,40000,debt_consolidation,Charged Off
15000,36 months,9.63,B,MORTGAGE,60996,other,Fully Paid
1200,36 months,13.8,C,RENT,43000,major_purchase,Fully Paid
10000,36 months,11.11,B,RENT,36000,major_purchase,Fully Paid
8750,36 months,12.68,C,RENT,59000,debt_consolidation,Fully Paid
4800,36 months,5.79,A,MORTGAGE,22800,other,Fully Paid
16000,60 months,16.4,E,MORTGAGE,70000,credit_card,Default
17500,36 months,11.11,B,OWN,38000,debt_consolidation,Fully Paid
10000,36 months,10.37,B,RENT,55000,debt_consolidation,Fully Paid
9250,60 months,16.4,E,MORTGAGE,36000,debt_consolidation,Fully Paid
4800,36 months,13.06,C,MORTGAGE,36000,debt_consolidation,Fully Paid
8500,36 months,9.63,B,MORTGAGE,55000,credit_card,Fully Paid
7000,36 months,9.63,B,MORTGAGE,66000,car,Fully Paid
10000,36 months,10.37,B,MORTGAGE,68000,debt_consolidation,Charged Off
12000,36 months,7.29,A,RENT,75000,small_business,Fully Paid
11000,60 months,14.91,D,RENT,60000,debt_consolidation,Charged Off
20000,36 months,13.06,C,RENT,80000,debt_consolidation,Fully Paid
5000,36 months,6.92,A,RENT,12000,other,Fully Paid
20000,36 months,15.28,D,MORTGAGE,120000,debt_consolidation,Fully Paid
20000,60 months,16.4,E,OWN,65000,debt_consolidation,Charged Off
7000,36 months,12.68,C,RENT,35000,debt_consolidation,Fully Paid
6000,36 months,7.66,A,RENT,72000,major_purchase,Fully Paid
25000,36 months,10.74,B,MORTGAGE,140000,debt_consolidation,Fully Paid
10000,36 months,12.68,C,RENT,44000,debt_consolidation,Fully Paid
18000,36 months,13.8,C,MORTGAGE,53000,debt_consolidation,Fully Paid
11000,60 months,13.06,C,MORTGAGE,84000,debt_consolidation,Fully Paid
8000,60 months,15.65,D,RENT,60000,debt_consolidation,Charged Off
6000,60 months,16.77,E,MORTGAGE,54996,other,Fully Paid
12000,36 months,12.68,C,RENT,46000,debt_consolidation,Fully Paid
14500,36 months,7.29,A,OWN,44000,debt_consolidation,Fully Paid
20000,36 months,14.54,D,MORTGAGE,114996,debt_consolidation,Fully Paid
20000,36 months,15.65,D,MORTGAGE,115000,debt_consolidation,Fully Paid
8000,36 months,5.79,A,OWN,26400,car,Fully Paid
10000,60 months,18.99,F,RENT,38088,debt_consolidation,Charged Off
10000,60 months,13.43,C,MORTGAGE,76300,credit_card,Fully Paid
7750,36 months,10,B,MORTGAGE,62000,debt_consolidation,Fully Paid
6000,36 months,6.92,A,MORTGAGE,34000,debt_consolidation,Fully Paid
14000,60 months,13.06,C,MORTGAGE,155004,debt_consolidation,Charged Off
10750,36 months,5.79,A,MORTGAGE,53742,debt_consolidation,Fully Paid
7500,60 months,14.91,D,RENT,58500,debt_consolidation,Charged Off
14600,60 months,15.65,D,MORTGAGE,65000,debt_consolidation,Fully Paid
15000,36 months,12.68,C,RENT,72000,debt_consolidation,Fully Paid
8000,60 months,16.77,E,MORTGAGE,99996,other,Fully Paid
6000,36 months,14.54,D,MORTGAGE,55777,debt_consolidation,Fully Paid
12000,60 months,11.11,B,MORTGAGE,101000,debt_consolidation,Fully Paid
16800,60 months,13.43,C,MORTGAGE,70000,debt_consolidation,Fully Paid
10000,60 months,14.91,D,MORTGAGE,65000,debt_consolidation,Fully Paid
5000,36 months,7.29,A,RENT,58800,medical,Fully Paid
10000,60 months,15.65,D,MORTGAGE,95000,debt_consolidation,Fully Paid
7000,60 months,13.43,C,MORTGAGE,47138,debt_consolidation,Charged Off
13600,36 months,7.29,A,RENT,70000,wedding,Fully Paid
10000,36 months,14.54,D,RENT,80000,wedding,Fully Paid
10000,36 months,5.42,A,MORTGAGE,42179.04,debt_consolidation,Fully Paid
13000,36 months,7.66,A,RENT,66000,small_business,Charged Off
10000,36 months,7.29,A,RENT,46200,small_business,Fully Paid
16000,36 months,10.37,B,MORTGAGE,120000,home_improvement,Fully Paid
12000,60 months,10.74,B,RENT,42000,debt_consolidation,Fully Paid
7000,36 months,7.66,A,RENT,115200,credit_card,Fully Paid
5500,36 months,10.37,B,MORTGAGE,1.00E+05,debt_consolidation,Fully Paid
12500,36 months,7.29,A,RENT,50000,debt_consolidation,Fully Paid
4000,36 months,10,B,RENT,41000,debt_consolidation,Fully Paid
6450,36 months,10.37,B,MORTGAGE,126000,debt_consolidation,Fully Paid
5000,36 months,7.29,A,MORTGAGE,64000,moving,Fully Paid
4000,60 months,13.8,C,RENT,50000,debt_consolidation,Charged Off
7000,60 months,14.17,C,RENT,84000,car,Fully Paid
25000,60 months,17.14,E,RENT,45000,debt_consolidation,Fully Paid
20000,36 months,10.74,B,OWN,54000,major_purchase,Charged Off
5000,36 months,10.74,B,RENT,30000,debt_consolidation,Fully Paid
10000,36 months,5.42,A,MORTGAGE,75000,major_purchase,Fully Paid
12000,36 months,6.92,A,RENT,61000,debt_consolidation,Fully Paid
8000,36 months,5.42,A,MORTGAGE,35000,debt_consolidation,Fully Paid
5525,36 months,12.68,C,RENT,56004,other,Fully Paid
20000,36 months,17.51,E,MORTGAGE,80600,debt_consolidation,Fully Paid
6900,60 months,10.37,B,RENT,29000,debt_consolidation,Fully Paid
15250,36 months,9.63,B,MORTGAGE,52500,debt_consolidation,Fully Paid
15000,60 months,14.91,D,RENT,38500,debt_consolidation,Fully Paid
12200,36 months,7.29,A,MORTGAGE,86400,credit_card,Fully Paid
17500,60 months,14.91,D,RENT,39996,debt_consolidation,Fully Paid
5000,36 months,7.66,A,RENT,108000,credit_card,Fully Paid
10000,36 months,10,B,RENT,32400,small_business,Fully Paid
3500,36 months,9.63,B,RENT,63816,renewable_energy,Fully Paid
20000,36 months,11.11,B,MORTGAGE,96000,home_improvement,Fully Paid
7000,36 months,5.42,A,MORTGAGE,50000,major_purchase,Fully Paid
5000,36 months,7.66,A,RENT,29730,debt_consolidation,Fully Paid
8000,36 months,12.68,C,MORTGAGE,98400,debt_consolidation,Fully Paid
11000,60 months,10.74,B,MORTGAGE,76000,credit_card,Fully Paid
10000,36 months,5.79,A,RENT,60000,debt_consolidation,Fully Paid
8000,60 months,16.4,E,RENT,47496,debt_consolidation,Fully Paid
7000,60 months,13.43,C,RENT,40000,debt_consolidation,Fully Paid
8000,36 months,7.29,A,MORTGAGE,27360,debt_consolidation,Fully Paid
10000,36 months,7.66,A,RENT,38000,credit_card,Fully Paid
4000,60 months,13.43,C,RENT,35004,debt_consolidation,Charged Off
10000,36 months,6.92,A,OWN,24000,debt_consolidation,Fully Paid
21000,36 months,10.74,B,MORTGAGE,135000,credit_card,Fully Paid
20000,60 months,16.02,D,OWN,60000,debt_consolidation,Fully Paid
20000,36 months,14.54,D,MORTGAGE,120000,credit_card,Charged Off
13750,36 months,6.92,A,OWN,33716,home_improvement,Fully Paid
4200,60 months,14.17,C,RENT,68000,vacation,Fully Paid
3200,36 months,11.11,B,MORTGAGE,62496,other,Fully Paid
5500,36 months,14.54,D,RENT,33000,other,Fully Paid
22000,60 months,16.02,D,MORTGAGE,37200,car,Fully Paid
14000,36 months,10.37,B,RENT,57600,debt_consolidation,Charged Off
10000,60 months,19.36,F,MORTGAGE,65000,debt_consolidation,Charged Off
18000,36 months,11.11,B,MORTGAGE,95000,debt_consolidation,Fully Paid
4000,60 months,13.43,C,RENT,18720,moving,Fully Paid
8000,36 months,9.63,B,RENT,60000,credit_card,Fully Paid
7000,36 months,10.74,B,RENT,75000,other,Fully Paid
20000,36 months,12.68,C,RENT,62400,debt_consolidation,Fully Paid
12000,36 months,10,B,MORTGAGE,80000,credit_card,Fully Paid
22750,60 months,17.14,E,RENT,51000,debt_consolidation,Fully Paid
20000,36 months,6.54,A,MORTGAGE,109000,home_improvement,Fully Paid
12000,36 months,10.37,B,MORTGAGE,70000,debt_consolidation,Fully Paid
14000,36 months,10.37,B,MORTGAGE,40000,small_business,Charged Off
5525,36 months,11.11,B,MORTGAGE,46800,car,Fully Paid
15000,60 months,13.06,C,MORTGAGE,68000,debt_consolidation,Charged Off
13000,60 months,10.74,B,MORTGAGE,72000,other,Fully Paid
20400,36 months,13.06,C,RENT,69996,debt_consolidation,Fully Paid
14400,60 months,10.37,B,OWN,30000,debt_consolidation,Fully Paid
9000,60 months,10.37,B,RENT,48000,debt_consolidation,Fully Paid
25000,60 months,16.02,D,RENT,98004,house,Fully Paid
4000,36 months,6.92,A,MORTGAGE,70000,home_improvement,Fully Paid
20000,36 months,11.11,B,MORTGAGE,85000,debt_consolidation,Fully Paid
10000,60 months,10.37,B,RENT,54000,debt_consolidation,Fully Paid
10000,36 months,10,B,RENT,65000,debt_consolidation,Fully Paid
10000,36 months,10.74,B,MORTGAGE,1.00E+05,credit_card,Fully Paid
12000,36 months,7.29,A,MORTGAGE,140000,debt_consolidation,Fully Paid
14000,60 months,13.06,C,MORTGAGE,80004,debt_consolidation,Charged Off
6000,36 months,7.66,A,RENT,37000,credit_card,Fully Paid
25000,36 months,17.88,E,MORTGAGE,330000,debt_consolidation,Fully Paid
5000,36 months,5.42,A,RENT,27000,other,Fully Paid
9600,60 months,10.74,B,OWN,33000,debt_consolidation,Charged Off
25000,36 months,13.43,C,MORTGAGE,79000,credit_card,Charged Off
6000,36 months,6.92,A,MORTGAGE,75000,other,Fully Paid
4500,36 months,13.43,C,RENT,65000,debt_consolidation,Fully Paid
15000,60 months,16.77,E,RENT,50000,credit_card,Fully Paid
16000,36 months,13.06,C,RENT,72000,major_purchase,Fully Paid
10000,36 months,16.4,E,MORTGAGE,100400,small_business,Fully Paid
8000,60 months,10,B,OWN,16800,medical,Fully Paid
23000,36 months,12.68,C,MORTGAGE,84000,debt_consolidation,Fully Paid
6000,60 months,16.02,D,MORTGAGE,91000,debt_consolidation,Charged Off
4000,36 months,7.29,A,RENT,20000,debt_consolidation,Fully Paid
8000,36 months,5.79,A,RENT,51000,debt_consolidation,Fully Paid
25000,36 months,10.74,B,MORTGAGE,130000,debt_consolidation,Fully Paid
15000,60 months,13.43,C,MORTGAGE,56000,credit_card,Fully Paid
15000,36 months,15.28,D,OWN,120000,home_improvement,Fully Paid
6000,36 months,5.42,A,MORTGAGE,44000,debt_consolidation,Fully Paid
6000,36 months,5.42,A,RENT,54000,major_purchase,Fully Paid
20000,36 months,10.37,B,MORTGAGE,165000,credit_card,Fully Paid
10500,60 months,11.11,B,OWN,36168,debt_consolidation,Fully Paid
10500,36 months,9.63,B,RENT,75000,debt_consolidation,Fully Paid
8400,60 months,15.28,D,MORTGAGE,28303.19,credit_card,Fully Paid
25000,60 months,15.65,D,MORTGAGE,105000,credit_card,Fully Paid
1500,36 months,9.63,B,MORTGAGE,35000,home_improvement,Fully Paid
25000,36 months,14.54,D,MORTGAGE,88000,debt_consolidation,Fully Paid
8000,36 months,6.92,A,MORTGAGE,65416,debt_consolidation,Fully Paid
1000,36 months,7.29,A,OWN,33240,debt_consolidation,Charged Off
5500,36 months,10.74,B,MORTGAGE,60000,credit_card,Fully Paid
12000,60 months,15.65,D,MORTGAGE,45000,credit_card,Charged Off
25000,60 months,17.14,E,RENT,105000,debt_consolidation,Fully Paid
4000,36 months,14.54,D,RENT,42000,credit_card,Fully Paid
5000,60 months,16.77,E,MORTGAGE,70000,small_business,Fully Paid
10000,36 months,10.37,B,RENT,43200,debt_consolidation,Charged Off
10000,60 months,18.62,F,MORTGAGE,140000,credit_card,Fully Paid
12000,60 months,18.25,F,MORTGAGE,60000,debt_consolidation,Charged Off
5400,36 months,5.42,A,OWN,22296,other,Fully Paid
20000,36 months,9.25,B,RENT,92407,medical,Fully Paid
25000,36 months,20.11,G,MORTGAGE,130000,small_business,Fully Paid
10000,36 months,7.29,A,RENT,81996,debt_consolidation,Fully Paid
14000,60 months,12.68,C,MORTGAGE,42500,debt_consolidation,Fully Paid
12000,36 months,11.11,B,RENT,39000,debt_consolidation,Fully Paid
12000,36 months,16.4,E,MORTGAGE,93000,debt_consolidation,Fully Paid
14000,36 months,13.8,C,RENT,65000,small_business,Charged Off
10000,36 months,9.63,B,RENT,43000,credit_card,Fully Paid
3600,36 months,14.91,D,RENT,90000,moving,Fully Paid
8000,36 months,7.29,A,RENT,19800,credit_card,Fully Paid
8000,60 months,11.11,B,MORTGAGE,37000,credit_card,Fully Paid
10000,36 months,13.8,C,RENT,48000,debt_consolidation,Fully Paid
12000,36 months,7.66,A,MORTGAGE,63000,debt_consolidation,Fully Paid
13000,36 months,6.92,A,RENT,37000,debt_consolidation,Fully Paid
5000,36 months,12.68,C,MORTGAGE,35000,major_purchase,Fully Paid
3500,36 months,5.42,A,MORTGAGE,57550,car,Fully Paid
6000,60 months,11.11,B,RENT,31200,debt_consolidation,Charged Off
5000,36 months,14.54,D,RENT,36000,other,Charged Off
7000,36 months,10,B,MORTGAGE,29500,credit_card,Charged Off
11200,60 months,14.91,D,RENT,70000,debt_consolidation,Fully Paid
7000,36 months,6.92,A,RENT,28608,credit_card,Fully Paid
20000,60 months,14.91,D,MORTGAGE,165000,credit_card,Fully Paid
3000,36 months,10,B,RENT,31000,credit_card,Fully Paid
8000,60 months,17.14,E,RENT,51000,credit_card,Fully Paid
15000,60 months,14.91,D,RENT,40000,other,Fully Paid
7000,36 months,10,B,MORTGAGE,59020.51,debt_consolidation,Fully Paid
10400,36 months,7.66,A,RENT,36000,debt_consolidation,Fully Paid
4500,60 months,7.66,A,MORTGAGE,45600,car,Fully Paid
16750,60 months,19.74,F,RENT,48000,debt_consolidation,Fully Paid
11500,36 months,10,B,RENT,92259,debt_consolidation,Fully Paid
16000,60 months,15.28,D,RENT,26412,debt_consolidation,Fully Paid
8000,36 months,7.66,A,RENT,56004,other,Fully Paid
12000,36 months,7.29,A,MORTGAGE,122000,debt_consolidation,Fully Paid
1000,36 months,10,B,RENT,8088,debt_consolidation,Fully Paid
10000,36 months,16.4,E,RENT,110000,credit_card,Fully Paid
3000,36 months,7.29,A,RENT,70000,car,Fully Paid
12000,36 months,13.06,C,RENT,65400,credit_card,Fully Paid
12250,36 months,7.29,A,RENT,32000,debt_consolidation,Fully Paid
21000,60 months,16.77,E,MORTGAGE,120000,credit_card,Fully Paid
6075,36 months,10,B,RENT,50000,debt_consolidation,Fully Paid
24250,60 months,18.62,F,RENT,60000,debt_consolidation,Fully Paid
8000,60 months,16.4,E,RENT,36996,debt_consolidation,Charged Off
1000,36 months,5.79,A,RENT,30000,major_purchase,Fully Paid
25000,60 months,16.4,E,RENT,119400,debt_consolidation,Charged Off
2850,60 months,9.63,B,RENT,16176,debt_consolidation,Fully Paid
2400,36 months,16.02,D,MORTGAGE,45868,major_purchase,Fully Paid
7000,36 months,6.92,A,MORTGAGE,43000,credit_card,Fully Paid
7000,60 months,10.37,B,RENT,60000,car,Fully Paid
8400,60 months,10.37,B,RENT,31000,debt_consolidation,Fully Paid
10000,36 months,10.74,B,MORTGAGE,65000,small_business,Fully Paid
12000,36 months,7.29,A,RENT,57000,debt_consolidation,Fully Paid
